state,county,cases,deaths,Population Density (people/mi^2),Diabetes Prevalence 2012* (%),Overall sufficient physical activity  prevalence 2011* (%),Overall obesity prevalence 2011* (%),Heavy Alcohol Consumption* (%) 2012 (Heavy- past 30 days 1drink/day for women 2 for men),Binge Alcohol Consumption* (%)2012 (Binge- past 30 days >4 drinks one occasion >5 for men),Population,LandArea (mi^2),"Male sufficient physical activity  prevalence, 2011* (%)","Female sufficient physical activity  prevalence, 2011* (%)","Male obesity  prevalence, 2011* (%)","Female obesity prevalence, 2011* (%)"
Nebraska,Platte,1211,4,48.5684849,11.68,55.3,36.5,10.5,28.1,"33,470",689.13,53.5,57.1,35.4,37.5
Nebraska,Polk,107,1,11.8173781,11.38,57.45,35.4,10.4,25.4,"5,213",441.13,58.1,56.8,36.1,34.7
Nebraska,Red Willow,88,0,14.93385322,11.89,57.3,34.1,9.5,21.8,"10,724",718.1,57.7,56.9,34.9,33.2
Nebraska,Richardson,68,2,14.14619231,13.3,56.8,35.5,9.4,21.2,"7,865",555.98,57.6,56,35.8,35.2
Nebraska,Rock,47,1,1.341028352,11.9,58,33.5,9.3,21.6,"1,357",1011.91,58,58,33.6,33.4
Nebraska,Saline,782,2,24.69101514,13.03,49.05,39.7,10.9,24.3,"14,224",576.08,49.4,48.7,38,41.3
Nebraska,Sarpy,4190,32,756.9897691,12.77,53.3,36.1,10.1,22.1,"187,196",247.29,53.5,53.1,37.9,34.2
Nebraska,Saunders,544,4,28.432884,11.67,52.35,37.6,11.7,26.9,"21,578",758.91,53.4,51.3,38.9,36.3
Nebraska,Scotts Bluff,455,8,47.77284494,13.65,52.15,39.9,6.6,17.2,"35,618",745.57,51.4,52.9,40.9,38.8
Nebraska,Seward,261,3,30.02049536,10.92,55.55,35.7,8.9,21.6,"17,284",575.74,55.1,56,37.5,33.9
Nebraska,Sheridan NE,65,0,2.12378346,12.46,56.65,34.4,10.6,22,"5,246",2470.12,57,56.3,34,34.8
Nebraska,Sherman NE,30,2,5.249623902,12.2,54.1,36.7,11.1,23.6,"3,001",571.66,54.5,53.7,37.1,36.3
Nebraska,Sioux NE,7,0,0.563985238,11.65,59.3,34.3,9.9,22.8,"1,166",2067.43,59.1,59.5,34.8,33.7
Nebraska,Stanton,48,0,13.7329498,11.52,57.6,35.9,9.7,22.8,"5,920",431.08,57.9,57.3,35.9,35.8
Nebraska,Thayer,36,0,8.695425473,11.8,53.95,36.3,7.6,19.4,"5,003",575.36,54.1,53.8,36.1,36.4
Nebraska,Thomas NE,7,0,1.011643711,11.75,58.8,35.4,8.3,18.9,722,713.69,59,58.6,35.5,35.2
Nebraska,Thurston,288,4,18.2299947,16.78,50.35,42.6,13.4,21,"7,224",396.27,52.5,48.2,38.4,46.7
Nebraska,Valley NE,50,0,7.28783258,11.38,57.6,33.2,11,25.5,"4,158",570.54,57.7,57.5,33.6,32.7
Nebraska,Washington NE,334,5,52.63973184,11.37,57.25,36.7,12.1,25.5,"20,729",393.79,56.4,58.1,38.1,35.3
Nebraska,Wayne NE,211,0,21.16026335,10.98,57.6,35.2,9.5,24.3,"9,385",443.52,57.9,57.3,35.4,35
Nebraska,Webster NE,21,0,6.063925988,12.02,56.35,36.2,8.8,20.6,"3,487",575.04,56.9,55.8,36.8,35.6
Nebraska,Wheeler NE,2,0,1.360296034,11.87,60.9,34.6,10.2,22,783,575.61,60.9,60.9,35,34.1
Nebraska,York NE,245,2,23.74661482,11.43,53.55,39.3,7.9,21.4,"13,679",576.04,51.9,55.2,39.7,38.8
Nevada,Carson City NV,585,8,358.7808791,12.43,61.85,30.7,11.4,22.1,"55,916",155.85,64.8,58.9,32.4,29
Nevada,Churchill,167,4,4.958347019,13.2,55.1,36.6,10.2,19.9,"24,909",5023.65,57.3,52.9,35.5,37.6
Nevada,Clark NV,70121,1431,280.1509075,14.62,51.2,32.8,8.4,17.2,"2,266,715",8091.05,53.6,48.8,33.2,32.4
Nevada,Douglas NV,339,1,66.29658248,11.28,64.25,29.1,13,20.9,"48,905",737.67,65.5,63,30.8,27.3
Nevada,Elko,1043,10,3.067767803,13.89,55.7,38.6,10.4,20.5,"52,778",17204.04,56.2,55.2,37.2,40
Nevada,Eureka,10,0,0.485377669,12.5,57.85,34.8,10.8,18.9,"2,029",4180.25,59.6,56.1,34.7,34.8
Nevada,Humboldt,133,4,1.74262457,13.44,55.4,37.4,10.9,20.2,"16,831",9658.42,58.1,52.7,37.5,37.3
Nevada,Lander,87,1,1.002239276,13.51,50.35,41,10.3,19.6,"5,532",5519.64,52,48.7,40.4,41.5
Nevada,Lincoln NV,8,0,0.487241291,12.15,52.8,34.9,8.4,16.2,"5,183",10637.44,53.5,52.1,35.4,34.3
Nevada,Lyon NV,477,8,28.51985381,13.19,55.75,38.2,12,20.4,"57,510",2016.49,56.1,55.4,37.7,38.7
Nevada,Mineral NV,14,0,1.181431722,13.99,54.2,38.9,10.5,20.4,"4,505",3813.17,55.8,52.6,37.7,40.1
Nevada,Nye,538,15,2.561880118,13.55,52.3,39.2,11.8,21.1,"46,523",18159.71,56,48.6,39.3,39.1
Nevada,Pershing,22,0,1.108292998,13.68,54.25,37.3,11,20.1,"6,725",6067.89,56.7,51.8,36.2,38.4
Nevada,Storey,15,0,15.62867215,11.55,61.3,32.5,18.6,27.4,"4,123",263.81,62,60.6,34.1,30.8
Nevada,Washoe NV,10335,167,71.97137135,12.06,63.4,29.2,11.6,21,"471,519",6551.48,66.1,60.7,30,28.4
Nevada,White Pine NV,77,1,1.076746876,13.3,54.55,36.2,9.4,19.7,"9,580",8897.17,56.3,52.8,35.6,36.7
New Hampshire,Belknap NH,166,4,130.8243881,11.82,63.5,34.5,10.5,20.5,"61,303",468.59,68.1,58.9,32.6,36.4
New Hampshire,Carroll NH,130,2,49.28853596,11.28,64.15,30.1,11.5,20.6,"48,910",992.32,66.3,62,29.3,30.9
New Hampshire,Cheshire NH,155,3,104.3389421,11.77,64.5,33.1,11,20.4,"76,085",729.21,65.8,63.2,31.5,34.7
New Hampshire,Coos NH,22,0,17.2313454,12.57,57.2,37.2,10.9,22.3,"31,563",1831.72,57.7,56.7,35.7,38.6
New Hampshire,Grafton NH,157,1,51.35462492,10.56,65.8,30.5,11.4,20.2,"89,886",1750.3,69.1,62.5,29.4,31.5
New Hampshire,Hillsborough NH,4775,296,467.370108,12.52,56.2,33.8,8.6,18.7,"417,025",892.28,56.9,55.5,34.6,32.9
New Hampshire,Merrimack,630,24,158.2660784,11.58,59.7,33,10.1,19,"151,391",956.56,61.4,58,33,32.9
New Hampshire,Rockingham,2175,104,390.1176263,11.72,60.05,31.7,10.6,22.4,"309,769",794.04,60.6,59.5,34.4,29
New Hampshire,Strafford NH,603,13,340.2344055,13.27,56.6,35.6,9.6,19.9,"130,633",383.95,61.6,51.6,34.1,37.1
New Hampshire,Sullivan NH,63,1,78.16587558,11.56,60.05,34.5,9.4,19,"43,146",551.98,59.3,60.8,34.9,34.1
New Jersey,Atlantic NJ,4368,260,392.6757711,15,56.8,35.5,7.3,19.1,"263,670",671.47,60.1,53.5,35.7,35.2
New Jersey,Bergen NJ,23201,2050,3776.849526,11.4,55.95,27,7.1,19.1,"932,202",246.82,56.5,55.4,27.9,26.1
New Jersey,Burlington NJ,7483,503,543.4531654,12.95,57.7,34.6,7.4,18.6,"445,349",819.48,59.8,55.6,36.8,32.4
New Jersey,Camden NJ,10339,616,2225.365789,14.22,50.25,35.8,7.3,18.4,"506,471",227.59,53.2,47.3,35,36.6
New Jersey,Cape May NJ,1072,98,148.3805962,13.03,59.05,35.6,9.4,22,"92,039",620.29,62.1,56,36.3,34.8
New Jersey,Cumberland NJ,3846,160,221.0074346,17.59,49.45,41.5,6,16,"149,527",676.57,52.9,46,41.2,41.7
New Jersey,Essex NJ,21768,2128,6165.406281,15.61,49.75,34.9,7.5,18.4,"798,975",129.59,53.6,45.9,31.3,38.4
New Jersey,Gloucester NJ,4884,233,865.388724,13.9,54.2,36.3,7.1,18.5,"291,636",337,54.2,54.2,36.8,35.7
New Jersey,Hudson NJ,21201,1518,10799.72695,16.59,47.85,33.4,6.4,19.9,"672,391",62.26,48.7,47,30.8,35.9
New Jersey,Hunterdon NJ,1485,126,284.049332,10.14,63.25,26.4,9.3,20.7,"124,371",437.85,65.8,60.7,27.7,25.1
New Jersey,Mercer NJ,8808,636,1605.409184,13.27,55.7,32.7,7.1,17.9,"367,430",228.87,56.4,55,32.1,33.2
New Jersey,Middlesex NJ,20336,1430,2557.142414,13.63,53.1,30.1,5.9,17.2,"825,062",322.65,55.4,50.8,30.7,29.5
New Jersey,Monmouth NJ,12680,867,930.0432861,11.58,58.9,30.7,9.2,22.6,"618,795",665.34,61.1,56.7,33.2,28.2
New Jersey,Morris NJ,8205,831,1021.782034,10.75,60.65,27.6,8,20.5,"491,845",481.36,65.3,56,29.4,25.7
New Jersey,Ocean NJ,14880,1052,662.9391855,12.89,55.75,35.6,8.1,20.6,"607,186",915.9,56.5,55,38.3,32.8
New Jersey,Passaic NJ,19559,1256,2546.435277,15.61,50.85,34.3,7.2,19.7,"501,826",197.07,53.8,47.9,33.8,34.7
New Jersey,Salem NJ,1115,88,167.4585279,14.68,50.45,41.2,7.4,18.5,"62,385",372.54,51.8,49.1,42.2,40.2
New Jersey,Somerset NJ,6041,581,1078.22467,11.55,57.2,27.8,6.5,17.1,"328,934",305.07,60.1,54.3,29.1,26.4
New Jersey,Sussex NJ,1595,197,262.1240391,11.86,56.45,32.8,9,20.6,"140,488",535.96,57,55.9,35.2,30.4
New Jersey,Union NJ,18228,1360,5275.37455,14.59,49.45,32.5,5.9,17.7,"556,341",105.46,51.2,47.7,30.5,34.4
New Jersey,Warren NJ,1484,171,290.1675947,12.27,56.3,34.8,8,19.4,"105,267",362.78,58.8,53.8,36.3,33.2
New Mexico,Bernalillo NM,7286,180,581.056153,13.11,57.3,29.1,6.9,15.9,"679,121",1168.77,58.3,56.3,27.6,30.5
New Mexico,Catron NM,9,1,0.508984067,13.56,57.55,36.1,9.5,18.2,"3,527",6929.49,58.4,56.7,34.9,37.2
New Mexico,Chaves,1428,13,10.63516361,16.83,50.6,39.6,7.3,16.5,"64,615",6075.6,53.6,47.6,36.8,42.3
New Mexico,Cibola,780,21,5.872872941,17.7,52.35,39.7,7.1,17.5,"26,675",4542.07,54.3,50.4,35.4,44
New Mexico,Colfax,40,1,3.168811318,14.68,57.55,32.6,7.1,16.9,"11,941",3768.29,59.5,55.6,32.4,32.8
New Mexico,Curry NJ,1015,7,34.77389933,16.18,49.25,38.3,5.8,14.5,"48,954",1407.78,50.6,47.9,36.7,39.8
New Mexico,De Baca NJ,1,0,0.74892246,16.33,50,38.6,4.3,12.4,"1,748",2334.02,51.3,48.7,36.7,40.5
New Mexico,Dona Ana,3851,60,57.19577025,16.04,55.15,38,7.4,19,"218,195",3814.88,56.5,53.8,36.2,39.7
New Mexico,Eddy,975,14,13.92634237,16.75,49.35,39.2,6.4,15.4,"58,460",4197.8,51.1,47.6,37.5,40.9
New Mexico,Grant NM,136,2,6.804291558,14.52,58.8,33.5,9.2,20.1,"26,998",3967.79,61.8,55.8,31.5,35.5
New Mexico,Guadalupe,36,1,1.418294682,19.71,56.85,35.1,6.9,17.5,"4,300",3031.81,58.9,54.8,33.3,36.9
New Mexico,Harding NM,1,0,0.293965477,15.46,59.4,34.4,5.7,15.2,625,2126.1,62.3,56.5,33.5,35.2
New Mexico,Hidalgo,104,2,1.218153328,16.56,55.5,36.6,7.6,17.9,"4,198",3446.2,56.7,54.3,33,40.1
New Mexico,Lea NM,1636,27,16.17311399,17.28,45.3,41.9,6.5,16.6,"71,070",4394.33,45.1,45.5,41.5,42.3
New Mexico,Lincoln NM,244,3,4.050798487,13.75,56.6,32.2,8.5,16.9,"19,572",4831.64,58,55.2,31.8,32.6
New Mexico,Los Alamos,36,0,177.1284865,8.82,68.5,22.6,5,12.4,"19,369",109.35,71.4,65.6,22.5,22.7
New Mexico,Luna,464,8,7.994941831,17.13,49.2,39.8,8.2,18.5,"23,709",2965.5,51.1,47.3,36.8,42.7
New Mexico,McKinley NM,4384,258,13.08137297,22.63,53.75,42.9,6.2,16.7,"71,367",5455.62,59,48.5,37.6,48.2
New Mexico,Mora NM,7,0,2.338125776,18.88,63.15,29.4,8.9,18,"4,521",1933.6,66.8,59.5,27.3,31.5
New Mexico,Otero,1203,13,10.18280465,16.08,53.75,36.6,7.1,16,"67,490",6627.84,58.7,48.8,33.4,39.8
New Mexico,Quay,77,2,2.863656236,16.33,50.55,38.7,4.8,12.6,"8,253",2881.98,52.6,48.5,37,40.3
New Mexico,Rio Arriba,410,14,6.600661745,18.3,54.85,33.6,7.1,17.1,"38,921",5896.53,57.5,52.2,30.5,36.6
New Mexico,Roosevelt NM,327,4,7.535395995,15.65,48.9,39.8,5.7,14.3,"18,500",2455.08,50.5,47.3,37.9,41.6
New Mexico,Sandoval,1455,42,39.50520237,13.85,55.15,37.5,5.9,13.8,"146,748",3714.65,56,54.3,36,39
New Mexico,San Juan,3431,201,22.38030155,15.97,59.25,32,6.8,16.5,"123,958",5538.71,62.4,56.1,29.3,34.6
New Mexico,San Miguel,111,0,5.759501689,18.8,58.45,31.6,7.5,15.6,"27,277",4736,60.5,56.4,30,33.1
New Mexico,Santa Fe,1145,7,78.68233078,12.17,65.6,22.3,8.1,16.7,"150,358",1910.95,68,63.2,21,23.6
New Mexico,Sierra,54,1,2.547095659,14.94,53.1,35.2,9.2,17.7,"10,791",4236.59,55.2,51,35,35.4
New Mexico,Socorro,126,6,2.5021582,17.63,51.8,36.5,7.5,18.3,"16,637",6649.06,50.6,53,33,40
New Mexico,Taos,151,4,14.84191095,14.77,60.8,29.3,7.9,17.6,"32,723",2204.77,64.1,57.5,27.1,31.5
New Mexico,Torrance,128,1,4.62060309,15.43,55,33.4,7.1,15.8,"15,461",3346.1,56.5,53.5,31.6,35.1
New Mexico,Union NM,39,2,1.059514487,15.12,54.5,35.4,6.9,18.9,"4,059",3831,55.9,53.1,34,36.7
New Mexico,Valencia NM,666,4,71.78575106,17.7,54.05,37,6.9,15,"76,688",1068.29,53.3,54.8,33.6,40.4
New York,Albany NY,3251,123,572.6770015,12.37,57.15,33.1,9.3,20.3,"305,506",533.47,60.3,54,31,35.1
New York,Allegany,131,4,44.55475215,13.65,53.25,37.9,9,19.4,"46,091",1034.48,55,51.5,39.4,36.4
New York,Broome,2239,86,266.230608,13.36,56.95,35.3,8.9,21.9,"190,488",715.5,59.1,54.8,35.2,35.4
New York,Cattaraugus,327,13,57.5627869,14.06,52.5,38.5,9.9,21.2,"76,117",1322.33,55.4,49.6,39.7,37.3
New York,Cayuga,237,3,98.30921906,13.69,55.25,37.3,9,21.2,"76,576",778.93,57.5,53,38.4,36.2
New York,Chautauqua,656,4,84.5912851,14.3,54.05,38,8.9,20.4,"126,903",1500.19,58.4,49.7,37.6,38.4
New York,Chemung,855,7,203.1498746,13.57,53.55,37.9,8.5,20.5,"83,456",410.81,54.9,52.2,36.1,39.7
New York,Chenango,267,6,52.52458943,13.35,54.1,37.7,9.6,21.1,"47,207",898.76,57.1,51.1,37.9,37.5
New York,Clinton NY,177,5,72.01077231,12.31,55.6,35.2,9.7,21.6,"80,485",1117.68,57.2,54,35.7,34.7
New York,Columbia NY,611,47,91.71551086,12.22,53.55,34.8,10.1,21.3,"59,461",648.32,53.9,53.2,34.3,35.2
New York,Cortland,260,1,94.86790948,13.4,56.8,36.1,9.8,22.2,"47,581",501.55,59.5,54.1,36.4,35.7
New York,Delaware NY,144,5,30.06246126,13.11,55.1,36.2,9.9,20.5,"44,135",1468.11,56.6,53.6,35.4,36.9
New York,Dutchess NY,5222,161,356.4420968,12.39,57.9,33,8.6,19.9,"294,218",825.43,60.5,55.3,34.1,31.8
New York,Erie NY,11953,636,748.7566933,13.27,52.9,36.3,8.6,21.9,"918,702",1226.97,55.7,50.1,35.6,36.9
New York,Essex NY,184,14,19.2448164,12.23,59.4,33.8,10.6,20.9,"36,885",1916.62,60.3,58.5,33.5,34.1
New York,Franklin NY,71,1,29.46734687,13.88,53.65,39.1,9.5,21.9,"50,022",1697.54,56.3,51,37.4,40.7
New York,Fulton NY,351,28,100.1669982,13.85,53.6,37.4,9.3,20.9,"53,383",532.94,56.1,51.1,37.7,37.1
New York,Genesee,355,6,115.6307407,13.57,53.85,38.1,8.9,20.6,"57,280",495.37,55.9,51.8,38.1,38.1
New York,Greene,372,15,71.69358392,13.25,52.7,36.8,9.5,20.4,"47,188",658.19,53,52.4,35.2,38.4
New York,Hamilton,15,1,2.442612976,12.47,57.35,35.8,9.5,21.4,"4,416",1807.9,59.1,55.6,36.2,35.4
New York,Herkimer,355,10,42.04366249,13.35,53.6,38,9.4,22.2,"61,319",1458.46,58.1,49.1,38.6,37.4
New York,Jefferson,177,1,59.13478881,13.76,53.45,39.5,8.3,19.3,"109,834",1857.35,55.8,51.1,38.4,40.5
New York,Lewis,54,5,20.38465414,13.28,53.4,38.5,8.2,19.8,"26,296",1289.99,58.2,48.6,39,37.9
New York,Livingston,216,6,98.22791925,13.59,53.85,38.9,9.4,20.9,"62,914",640.49,58.1,49.6,38.4,39.3
New York,Madison NY,505,9,107.232904,12.78,56.95,36.8,9.3,21,"70,941",661.56,61,52.9,37.1,36.5
New York,Monroe NY,6317,260,543.0433032,12.91,57.6,37.5,7.9,18.5,"741,770",1365.95,60.1,55.1,35.1,39.8
New York,Montgomery NY,242,9,119.9488242,14.41,54,38.9,8,20.9,"49,221",410.35,55.6,52.4,37.9,39.8
New York,Nassau NY,47656,2204,2993.302744,11.46,51.65,29.5,7,19.4,"1,356,924",453.32,52.4,50.9,30.3,28.7
New York,New York City NY,253398,23874,48358.25416,13.11,58.3,22.3,9.9,23,"1,628,706",33.68,60.8,55.8,19.1,25.4
New York,Niagara,1855,89,183.5975401,14.81,54.25,38.9,8.7,20.3,"209,281",1139.89,57.9,50.6,39.7,38
New York,Oneida,2503,125,181.894906,13.41,51.6,35.8,8.7,21.2,"228,671",1257.16,52.7,50.5,36.5,35.1
New York,Onondaga,4669,182,571.5661574,12.87,57.1,36.2,8.4,21.3,"460,528",805.73,59.5,54.7,37.2,35.2
New York,Ontario,505,28,165.7111373,12.25,58.5,36,9.1,20.9,"109,777",662.46,63.5,53.5,34.6,37.4
New York,Orange NY,12679,414,459.0378974,13.72,52.6,36.1,7.4,19.1,"384,940",838.58,55.7,49.5,35.9,36.3
New York,Orleans NY,342,55,49.35843333,14.53,52,41.3,7.3,18.1,"40,352",817.53,54.4,49.6,40,42.6
New York,Oswego,536,3,89.25637469,13.88,52.95,40.2,9.5,22.3,"117,124",1312.22,55.7,50.2,40.2,40.1
New York,Otsego,354,4,58.59993696,11.33,57.05,34.7,10.1,22.4,"59,493",1015.24,59.9,54.2,34.6,34.8
New York,Putnam NY,1669,63,399.2366102,11.66,59.15,32.5,8.9,21.5,"98,320",246.27,59.6,58.7,34.5,30.5
New York,Rensselaer NY,958,42,238.5026899,12.84,55.25,34.5,8.7,20.5,"158,714",665.46,56.3,54.2,33.5,35.4
New York,Rockland NY,16454,509,1634.174358,12.72,52.8,32.1,6.7,17.8,"325,789",199.36,54.6,51,34.4,29.7
New York,Saratoga NY,1122,15,38.18387375,13.83,60.75,32.6,9.6,21,"107,740",2821.61,62.1,59.4,33.4,31.8
New York,Schenectady,1438,47,272.4205362,11.64,56.05,35.1,8.3,19.8,"229,863",843.78,55.7,56.4,33.9,36.3
New York,Schoharie,88,2,740.7889716,13.35,56.55,36.8,9.5,20.4,"155,299",209.64,58.1,55,36,37.6
New York,Schuyler,62,0,49.50493468,13.18,53.35,36,10,22.3,"30,999",626.18,54.3,52.4,35.4,36.5
New York,Seneca,114,1,51.44152993,13.13,49.8,38.9,9.3,19,"17,807",346.16,50.7,48.9,37.9,39.8
New York,Steuben,608,55,87.10214324,13.59,54.15,39.6,10,22.2,"34,016",390.53,56.9,51.4,38.4,40.8
New York,St. Lawrence,339,4,67.92553608,13.53,53.25,37.7,8.5,19.3,"95,379",1404.17,56.5,50,36.4,39
New York,Suffolk NY,47196,2016,622.148488,11.99,54.55,32.9,7.8,20.3,"1,476,601",2373.39,56.5,52.6,35.2,30.5
New York,Sullivan NY,1633,37,75.66428937,14.17,53.25,37.2,9.4,20.6,"75,432",996.93,54,52.5,36.1,38.2
New York,Tioga,304,23,92.17692278,12.84,56.9,37.8,8.7,19.8,"48,203",522.94,56.4,57.4,36.9,38.6
New York,Tompkins,465,0,207.8307739,12.37,61.85,30.9,10.8,21.1,"102,180",491.65,62.1,61.6,30.3,31.4
New York,Ulster,2343,84,152.972037,13.08,57.15,35.3,9.3,21.1,"177,573",1160.82,59.2,55.1,35.4,35.1
New York,Warren NY,427,30,68.62932395,11.8,58.95,33.3,10.8,22.1,"63,944",931.73,60.3,57.6,33,33.5
New York,Washington NY,314,14,72.35285078,12.81,54.85,36.1,8.7,19.8,"61,204",845.91,50.9,58.8,35,37.2
New York,Wayne NY,347,3,64.96120447,13.6,56.1,39,8.5,19.5,"89,918",1384.18,60.1,52.1,37.9,40.1
New York,Westchester NY,38693,1459,1934.199636,11.88,58.3,26.3,6.8,18.7,"967,506",500.21,60.6,56,27.6,24.9
New York,Wyoming NY,147,5,66.82369903,13.45,52.55,38.3,8.6,20.1,"39,859",596.48,56.7,48.4,40.3,36.2
New York,Yates NY,67,6,66.99744521,12.69,50.85,37.2,12.1,22.3,"24,913",371.85,53.8,47.9,35.9,38.5
North Carolina,Alamance NC,4287,59,389.8551058,15.59,51.15,39.2,5.9,14.4,"169,509",434.8,53.3,49,37.9,40.5
North Carolina,Alexander NC,575,8,142.4171066,14.52,49.95,38.1,5.6,12.1,"37,497",263.29,52.4,47.5,38.3,37.8
North Carolina,Alleghany NC,245,0,47.28685462,14.21,44.7,37.1,5.1,12,"11,137",235.52,46.6,42.8,35.6,38.6
North Carolina,Anson NC,662,6,45.50887056,18.73,46.1,42.6,4.7,11.2,"24,446",537.17,52.7,39.5,37.7,47.4
North Carolina,Ashe NC,306,1,63.73562007,13.64,47.4,33.5,5.1,11.4,"27,203",426.81,48.4,46.4,32.7,34.2
North Carolina,Avery NC,443,0,71.01771701,14.24,52.95,35.4,6.3,12.5,"17,557",247.22,55.2,50.7,34.8,36
North Carolina,Beaufort,1052,28,49.05427975,15.15,48.5,44.3,6.7,14.5,"46,994",958,52.5,44.5,39.6,49
North Carolina,Bertie,639,13,25.56191144,20,41.5,47.8,4.5,10.8,"18,947",741.22,45.1,37.9,41.4,54.2
North Carolina,Bladen,968,18,36.88440512,17.9,44.35,46.8,4.9,11.5,"32,722",887.15,47.8,40.9,42.6,51
North Carolina,Brunswick NC,1796,27,136.0112755,13.77,54.8,38.3,8.3,17.7,"142,820",1050.06,58.6,51,37.8,38.7
North Carolina,Buncombe NC,3439,100,395.7139611,12.87,60.7,29.9,7.9,15,"261,191",660.05,63,58.4,29.4,30.3
North Carolina,Burke NC,2312,43,175.7297392,15.37,45.7,36.4,5.6,12.4,"90,485",514.91,49.1,42.3,36.1,36.6
North Carolina,Cabarrus NC,4278,79,592.9894252,13.96,52.6,36.7,6.7,15.9,"216,453",365.02,56.1,49.1,35.6,37.8
North Carolina,Caldwell NC,1882,18,173.2543431,15.73,49.4,37.7,5.7,12.6,"82,178",474.32,51.9,46.9,37.8,37.6
North Carolina,Camden NC,126,3,35.54559728,14.58,57.35,37.7,8.5,16.9,"10,867",305.72,57.1,57.6,37.4,38
North Carolina,Carteret NC,839,5,51.4017032,13.09,52.65,35.4,9.3,17.9,"69,473",1351.57,55.5,49.8,34.2,36.6
North Carolina,Caswell NC,475,5,52.75515205,17.54,47,44.1,5.8,13.2,"22,604",428.47,50.5,43.5,41.8,46.3
North Carolina,Catawba,3478,55,385.8362352,14.81,48.1,34.8,7.2,14.1,"159,551",413.52,52.7,43.5,33,36.6
North Carolina,Chatham,1761,59,105.0086015,12,56.15,34.2,6.9,14.9,"74,470",709.18,59.7,52.6,34.5,33.9
North Carolina,Cherokee,683,12,61.30836315,14.82,49.6,34,6.3,13.4,"28,612",466.69,50.6,48.6,32.2,35.7
North Carolina,Chowan,432,4,59.75912909,16.01,43.75,43.2,5.7,13.3,"13,943",233.32,47.3,40.2,38.6,47.8
North Carolina,Clay NC,141,3,50.91115141,13.71,52.25,34.6,6.1,12.2,"11,231",220.6,53.2,51.3,33.9,35.3
North Carolina,Cleveland NC,2561,73,209.1499221,16.5,47.45,37.7,5.5,12.4,"97,947",468.31,51.7,43.2,34.7,40.7
North Carolina,Columbus NC,1476,57,58.20645107,16.75,45.7,42.7,4.9,11.5,"55,508",953.64,47.3,44.1,39.5,45.9
North Carolina,Craven,1899,46,134.072353,14.11,50.25,39.4,7,15.1,"102,139",761.82,52.4,48.1,36.9,41.9
North Carolina,Cumberland,5993,80,509.5049355,17.09,49.15,41.3,5.3,12.6,"335,509",658.5,52.3,46,38.4,44.1
North Carolina,Currituck,199,4,52.81349871,13.97,53.85,38.2,9,17.3,"27,763",525.68,52,55.7,37.3,39.1
North Carolina,Dare,297,3,23.69956263,12.66,58.25,34.3,10.3,20.1,"37,009",1561.59,57.1,59.4,34.3,34.3
North Carolina,Davidson,3090,39,295.7057921,15.18,45.9,37.3,6.2,14.8,"167,609",566.81,49.6,42.2,36.1,38.4
North Carolina,Davie,620,6,160.5380494,13.07,52.3,36,6.9,14.6,"42,846",266.89,54.8,49.8,36,35.9
North Carolina,Duplin,2534,54,71.70969908,17.57,40.85,45.7,5.1,12.6,"58,741",819.15,43.1,38.6,40.7,50.7
North Carolina,Durham,8141,98,1078.384543,14.64,56.3,35.4,6.8,14.2,"321,488",298.12,59.8,52.8,31.7,39
North Carolina,Edgecombe,1534,52,101.6008369,20.13,43.9,48.3,4.6,11.4,"51,472",506.61,46.8,41,43.1,53.5
North Carolina,Forsyth,7501,104,925.8555133,14.31,51.7,32.5,6.2,13.8,"382,295",412.91,55.2,48.2,30.8,34.2
North Carolina,Franklin NC,1315,31,141.0227871,15.69,46.5,42.9,4.9,11.9,"69,685",494.14,47.6,45.4,40.2,45.6
North Carolina,Gaston,5852,94,617.0922083,16.29,48.9,35.9,6.1,14.2,"224,529",363.85,54,43.8,34,37.7
North Carolina,Gates,154,3,33.4519573,17.33,49,42.7,6.4,13.2,"11,562",345.63,51.3,46.7,40.1,45.2
North Carolina,Graham,208,5,27.9864726,15.35,48.45,38.2,4.8,12,"8,441",301.61,49.2,47.7,35.2,41.2
North Carolina,Granville,1807,50,112.6407007,16.62,49.1,41.9,4.9,11.8,"60,443",536.6,51.9,46.3,39.3,44.5
North Carolina,Greene,717,7,79.23357527,18.26,42.2,44.6,5.3,12.4,"21,069",265.91,44.5,39.9,39.5,49.7
North Carolina,Guilford,9411,191,816.7089839,14.68,54.85,34.9,6.4,14.7,"537,174",657.73,56.8,52.9,32.9,36.9
North Carolina,Halifax,1124,22,68.41594046,19.41,40.65,48.9,5,11.7,"50,010",730.97,42.9,38.4,44.3,53.4
North Carolina,Harnett,2488,60,226.1367038,16.15,48.65,40.1,5.2,12.6,"135,976",601.3,51.6,45.7,37.9,42.3
North Carolina,Haywood,638,31,112.3132378,13.56,55.9,33.5,7.2,14.3,"62,317",554.85,57,54.8,32.6,34.3
North Carolina,Henderson,2152,65,313.2372949,13.36,58.75,30.8,7,14.7,"117,417",374.85,61.8,55.7,29.2,32.4
North Carolina,Hertford,813,33,65.61815814,19.88,41.55,45.8,5.1,11.7,"23,677",360.83,44.3,38.8,39,52.5
North Carolina,Hoke,1342,18,140.7701914,19.66,48.25,41.7,4.8,12.7,"55,234",392.37,50.1,46.4,38,45.3
North Carolina,Hyde,145,5,3.466994382,17.61,46.05,44.9,8.9,17.2,"4,937",1424,47.9,44.2,41.3,48.5
