state,county,cases,deaths,Population Density (people/mi^2),Diabetes Prevalence 2012* (%),Overall sufficient physical activity  prevalence 2011* (%),Overall obesity prevalence 2011* (%),Heavy Alcohol Consumption* (%) 2012 (Heavy- past 30 days 1drink/day for women 2 for men),Binge Alcohol Consumption* (%)2012 (Binge- past 30 days >4 drinks one occasion >5 for men),Population,LandArea (mi^2),"Male sufficient physical activity  prevalence, 2011* (%)","Female sufficient physical activity  prevalence, 2011* (%)","Male obesity  prevalence, 2011* (%)","Female obesity prevalence, 2011* (%)"
Utah,Rich UT,20,0,2.285614345,12.11,64.5,30.8,4.1,8,"2,483",1086.36,65.7,63.3,31.3,30.3
Utah,Salt Lake UT,35436,272,1436.486637,12.25,58.35,31.7,6.5,14.2,"1,160,437",807.83,59.3,57.4,30.9,32.5
Utah,San Juan UT,713,29,1.929505246,16.39,52.75,38.5,5.3,12.7,"15,308",7933.64,54.1,51.4,34.1,42.8
Utah,Sanpete UT,259,2,19.30417855,12.08,55.65,34.4,4.2,9.6,"30,939",1602.71,53.7,57.6,34.2,34.6
Utah,Sevier UT,153,1,11.26974943,12.28,54.85,34.8,4.4,8.4,"21,620",1918.41,55.4,54.3,34.6,35
Utah,Summit UT,1112,1,22.39194538,9.2,71.4,21.2,10.7,18,"42,145",1882.15,73.2,69.6,22.4,20
Utah,Tooele UT,993,1,9.915158767,13.49,55.1,37.9,5.6,11.8,"72,259",7287.73,58.5,51.7,38.4,37.3
Utah,Uintah UT,131,0,7.942283201,12.66,53.05,36.5,5.9,12,"35,734",4499.21,53.4,52.7,37.1,35.9
Utah,Utah UT,22010,66,297.1588839,11.79,59.65,32.9,3.1,6.5,"636,235",2141.06,60.7,58.6,34.5,31.3
Utah,Wasatch UT,875,8,28.19208759,10.95,67.35,29.3,6.7,10.8,"34,091",1209.24,71.7,63,31,27.5
Utah,Washington UT,3676,34,73.06620797,10.9,59.05,32,5,8.8,"177,556",2430.07,60.8,57.3,33,31
Utah,Wayne UT,2,0,1.099079303,11.32,59.7,31.4,5.3,9.9,"2,711",2466.61,60,59.4,32,30.8
Utah,Weber UT,4768,32,394.5670139,13.23,58.85,34.5,5.8,12.6,"260,213",659.49,60.9,56.8,33.5,35.5
Vermont,Addison VT,111,2,45.49019123,10.53,65.65,28.6,11.4,20.7,"36,777",808.46,64.4,66.9,27.9,29.3
Vermont,Bennington VT,126,1,52.33724842,10.93,60.2,29.8,11.3,20.6,"35,470",677.72,59.2,61.2,29.2,30.4
Vermont,Caledonia VT,34,0,45.60008514,11.22,60.25,32.8,11.2,19.8,"29,993",657.74,61.3,59.2,30.1,35.5
Vermont,Chittenden VT,863,39,264.3136116,9.92,66.95,26.5,11.5,21.5,"163,774",619.62,68.4,65.5,26.5,26.4
Vermont,Essex VT,6,0,9.146223825,12.88,56.95,37,12.6,21.2,"6,163",673.83,56.7,57.2,34.9,39.1
Vermont,Franklin VT,131,7,71.3221494,11.48,53.8,36.1,11.7,21.4,"49,402",692.66,53.8,53.8,35.4,36.8
Vermont,Grand Isle VT,16,0,37.16736875,10.43,62.4,32.6,11.5,21.2,"7,235",194.66,64.7,60.1,33.6,31.6
Vermont,Lamoille VT,59,1,54.72198848,10.4,64.35,31.1,15.1,23.4,"25,362",463.47,64,64.7,30.3,31.9
Vermont,Orange VT,25,0,41.7532552,10.77,63.95,32.9,10.5,19.4,"28,892",691.97,64.6,63.3,31.5,34.2
Vermont,Orleans VT,21,0,37.53418572,11.36,58.8,35.2,12.6,21.4,"27,037",720.33,58.3,59.3,34.6,35.8
Vermont,Rutland VT,131,1,61.61494235,11.78,59.75,32.6,11.7,21.9,"58,191",944.43,61.7,57.8,31.7,33.4
Vermont,Washington VT,81,2,83.94147996,10.42,64.7,27.8,11.7,21.4,"58,409",695.83,64.9,64.5,27.1,28.5
Vermont,Windham VT,129,3,52.89784259,11.04,64.7,29.2,12.4,22,"42,222",798.18,66,63.4,29,29.3
Vermont,Windsor VT,97,2,56.41078179,10.41,66.45,30,13.4,22,"55,062",976.09,65.1,67.8,30.2,29.7
Virginia,Accomack VA,1188,19,24.66531316,16.7,47.35,43.2,7.2,14.8,"32,316",1310.18,50.3,44.4,41,45.3
Virginia,Albemarle,1409,22,150.5425204,12.2,62.75,29.4,8.2,16.4,"109,330",726.24,63.6,61.9,29.6,29.2
Virginia,Alexandria city VA,3961,73,10365.92978,11.76,63.45,26.3,8.5,18.6,"159,428",15.38,66,60.9,25.7,26.9
Virginia,Alleghany,81,4,33.24905466,13.18,51.15,37,6.2,14.1,"14,860",446.93,51.3,51,37.3,36.7
Virginia,Amelia,128,5,36.6595086,15.58,50.45,42.4,6.3,13.5,"13,145",358.57,51.9,49,41.8,42.9
Virginia,Amherst,445,4,66.00739333,15.93,49,39.2,6.3,13.9,"31,605",478.81,50.6,47.4,37.5,40.9
Virginia,Appomattox,233,4,47.53099328,15.5,50.55,40.2,6.5,13.7,"15,911",334.75,51.4,49.7,39.2,41.1
Virginia,Arlington,4132,152,9119.830574,10.81,63.8,25.2,8.4,20.1,"236,842",25.97,65.3,62.3,26.1,24.3
Virginia,Augusta,550,7,77.71218168,13.96,54.75,36.5,6.9,14.8,"75,558",972.28,54.8,54.7,34.6,38.4
Virginia,Bath,19,0,7.757346752,13.73,50.55,37.2,11,18.2,"4,147",534.59,51.3,49.8,36.6,37.7
Virginia,Bedford,897,15,102.67885,13.78,51.85,34,6.7,14,"78,997",769.36,53.4,50.3,34.1,33.9
Virginia,Bland,64,5,17.50571445,15.02,49.25,36.6,5.6,12.2,"6,280",358.74,49.4,49.1,37.6,35.5
Virginia,Botetourt,323,11,61.2092018,12.93,55.8,33.9,6,13.5,"33,419",545.98,56.5,55.1,35,32.7
Virginia,Bristol city,199,7,1446.246764,17.13,40.2,41.9,5.4,12.6,"16,762",11.59,41.2,39.2,41.7,42
Virginia,Brunswick,384,5,28.50544433,19.08,39,47.4,5.2,11.7,"16,231",569.4,41.1,36.9,43.2,51.5
Virginia,Buchanan,196,2,41.68287359,17.42,39.75,43.3,4,10.1,"21,004",503.9,41.7,37.8,44,42.5
Virginia,Buckingham,705,9,29.38313914,17.77,43.4,44.7,5.4,12.4,"17,148",583.6,45.8,41,42.8,46.6
Virginia,Buena Vista city,99,1,948.4626647,13.88,47.6,40.9,5,11.8,"6,478",6.83,48.9,46.3,39.3,42.5
Virginia,Campbell,520,4,108.1946854,15.1,50.8,38.8,7,14.3,"54,885",507.28,52.3,49.3,37.6,39.9
Virginia,Caroline,371,5,57.01005678,16.55,49.95,40.8,6.1,14,"30,725",538.94,52,47.9,39.4,42.2
Virginia,Carroll,522,25,62.34513645,14.11,48.35,40.2,5.2,12.3,"29,791",477.84,48.2,48.5,38.3,42
Virginia,Charles City,87,5,34.14909269,19.77,44.6,46.3,5.3,11.7,"6,963",203.9,46.7,42.5,42.7,49.8
Virginia,Charlotte,157,0,24.88166548,16.37,45.45,43.7,5.7,12.6,"11,880",477.46,46.6,44.3,42.3,45.1
Virginia,Charlottesville city,1421,30,4606.822612,12.2,59.65,25.4,12.4,19.7,"47,266",10.26,56.2,63.1,23.1,27.7
Virginia,Chesapeake city,4517,73,697.6946313,15.89,57.6,37.6,7.4,16,"244,835",350.92,57.4,57.8,36.9,38.2
Virginia,Chesterfield,6266,98,804.6940219,13.55,58.5,34.3,7.4,16.5,"352,802",438.43,59.9,57.1,34.4,34.2
Virginia,Clarke,100,1,82.03703704,12.72,54.15,36.3,7.4,15.7,"14,619",178.2,55.3,53,38,34.5
Virginia,Colonial Heights city,272,26,2229.781772,14.28,56.3,33.8,6,12.9,"17,370",7.79,57,55.6,33.4,34.2
Virginia,Covington city,33,0,1247.297297,14,49.5,38.4,8.9,15.6,"5,538",4.44,49.8,49.2,38.1,38.7
Virginia,Craig,32,0,15.54518738,16.33,56.05,34.4,5,11.3,"5,131",330.07,56.6,55.5,35,33.7
Virginia,Culpeper,1234,18,137.594162,14.43,53.75,38,6.5,14.6,"52,605",382.32,57.2,50.3,39,36.9
Virginia,Cumberland,109,2,33.13317321,16.96,46.5,40.9,5.4,12,"9,932",299.76,48.7,44.3,39.1,42.6
Virginia,Danville city,1011,34,911.3336368,16.97,44.65,40.3,5.1,12.4,"40,044",43.94,49.3,40,36,44.6
Virginia,Dickenson,108,1,42.7952297,17.16,38.85,43,4.3,11.1,"14,318",334.57,38,39.7,44.3,41.7
Virginia,Dinwiddie,426,11,56.29536131,17.05,47.1,43.4,6.7,14.6,"28,544",507.04,47.1,47.1,41.1,45.7
Virginia,Emporia city,265,26,768.1034483,20.15,43,45.8,6.3,14.5,"5,346",6.96,45.1,40.9,40.8,50.8
Virginia,Essex,183,2,38.3079183,16.94,46.6,40.9,5.7,13.2,"10,953",285.92,48,45.2,38.8,42.9
Virginia,Fairfax,21632,595,2820.805782,10.97,62.85,26.1,7.2,17.1,"1,147,532",406.81,65.4,60.3,25.7,26.5
Virginia,Fairfax city,141,8,3899.188312,10.97,58.3,22.4,7.2,17.1,"24,019",6.16,57.8,58.8,22,22.8
Virginia,Falls Church city,72,7,7308.5,9.4,63,18.6,15.1,25.6,"14,617",2,63.4,62.6,19.5,17.6
Virginia,Fauquier,987,25,109.2646856,12.72,58.35,34.4,7.4,15.8,"71,222",651.83,60,56.7,37.1,31.7
Virginia,Floyd,218,14,41.28286456,14.24,51.65,36.7,5.7,12.6,"15,749",381.49,52.9,50.4,35.3,38
Virginia,Fluvanna,387,9,93.95996279,13.35,54.4,37.6,7.3,15.6,"27,270",290.23,56.3,52.5,38.7,36.4
Virginia,Franklin,459,4,78.75491849,14.23,51.5,35.8,5.7,12.6,"56,042",711.6,55.7,47.3,34.6,37
Virginia,Frederick,971,13,214.8703267,13.14,51.85,37,6.2,14.9,"89,313",415.66,52.7,51,37.4,36.5
Virginia,Fredericksburg city,560,5,2760.076046,14.18,56.15,32.7,10,16.7,"29,036",10.52,59.4,52.9,31.1,34.3
Virginia,Galax city,421,30,786.4931846,16.99,46.7,35.9,7.7,15.2,"6,347",8.07,46.7,46.7,33.4,38.4
Virginia,Giles,95,0,46.31963875,14.37,49.35,37.8,5.8,12.9,"16,720",360.97,51.5,47.2,38.9,36.7
Virginia,Gloucester,277,2,129.6715506,13.81,55.65,35.7,7.7,15.8,"37,348",288.02,56.5,54.8,34.9,36.5
Virginia,Goochland,290,7,81.90407227,12.3,53.05,33.7,8.3,15.8,"23,753",290.01,53.1,53,33.9,33.4
Virginia,Grayson,328,17,34.87094387,15.14,42.05,39.8,4.9,11.3,"15,550",445.93,40.7,43.4,38.4,41.1
Virginia,Greene,244,3,126.2517518,13.23,52.75,38.3,7.2,15.6,"19,819",156.98,51.5,54,38.2,38.4
Virginia,Greensville,812,11,38.19020988,20.15,42.65,46.3,4.6,11.2,"11,336",296.83,44.2,41.1,41.3,51.2
Virginia,Halifax,394,7,41.15162915,16.45,45.65,43.1,4.8,11,"33,911",824.05,46.1,45.2,41.3,44.8
Virginia,Hampton city,1923,27,1046.281892,18.95,50.95,42.6,6.9,14.9,"134,510",128.56,53.5,48.4,36.9,48.2
Virginia,Hanover,1416,40,227.301681,12.72,57.7,33.8,7.3,15.7,"107,766",474.11,59,56.4,34,33.6
Virginia,Harrisonburg city,2784,35,3013.985219,14.52,50.8,35.3,7.4,14.1,"53,016",17.59,52.4,49.2,32.1,38.5
Virginia,Henrico,5659,220,1360.159526,13.85,57.85,33.3,7.5,16.8,"330,818",243.22,59.5,56.2,30.6,35.9
Virginia,Henry,1140,27,131.5184308,16.39,44.65,40.6,4.6,11.3,"50,557",384.41,47.8,41.5,37.4,43.7
Virginia,Highland VA,8,0,5.265942099,13.86,47.1,39.8,15.1,22.1,"2,190",415.88,47.7,46.5,39,40.5
Virginia,Hopewell city,432,7,2101.585821,19.75,43.85,45.4,6.4,15.2,"22,529",10.72,45.9,41.8,43.9,46.8
Virginia,Isle of Wight,788,20,102.2878249,14.65,53.25,39.5,7.5,15.1,"37,109",362.79,58,48.5,38.3,40.6
Virginia,James City,878,21,425.7664274,12.73,60.7,32.8,8.4,17.4,"76,523",179.73,62.4,59,32.7,32.8
Virginia,King and Queen,78,1,21.52596905,16.41,47.95,42.3,5,11.7,"7,025",326.35,49.7,46.2,39.8,44.7
Virginia,King George,250,4,142.88909,13.8,56.35,36.2,6.2,14.1,"26,836",187.81,57.5,55.2,36.9,35.4
Virginia,King William,173,2,60.02730423,14.8,54.05,37.5,6.9,15,"17,148",285.67,56.7,51.4,36.3,38.7
Virginia,Lancaster,164,0,45.82901107,14.63,52.85,39.4,7.1,14.5,"10,603",231.36,51.3,54.4,36.1,42.7
Virginia,Lee,310,7,53.55787259,17.09,43.1,41,4,9.1,"23,423",437.34,44.4,41.8,39.7,42.2
Virginia,Lexington city,148,1,2990.361446,16.07,49.8,37.1,8.7,17.9,"7,446",2.49,52,47.6,33.9,40.2
Virginia,Loudoun,7110,127,793.525732,12.36,59.65,28.6,6.6,16.5,"413,538",521.14,60.3,59,28.9,28.2
Virginia,Louisa,319,7,73.58808214,14.83,51.55,38.7,6.4,14,"37,591",510.83,52.3,50.8,39.3,38
Virginia,Lunenburg,124,3,28.2053654,17.75,42.7,45,5.8,12.9,"12,196",432.4,44.3,41.1,43.5,46.4
Virginia,Lynchburg city,1613,19,1650.95439,15.42,49.35,36.9,6.5,12.9,"82,168",49.77,49.5,49.2,32.6,41.1
Virginia,Madison,117,3,41.20754482,14.02,51.1,38.5,7.5,14.9,"13,261",321.81,51.4,50.8,38.2,38.8
Virginia,Manassas city,1970,24,4096.211366,14.49,53.15,34.8,8.3,17.6,"41,085",10.03,54.4,51.9,33.5,36.1
Virginia,Martinsville city,420,23,1140.236149,19.95,49.3,34.8,5.5,12,"12,554",11.01,52,46.6,30.2,39.3
Virginia,Mathews,104,0,35.05833796,13.13,53.9,37.7,9.3,16.5,"8,834",251.98,53.6,54.2,37.2,38.1
Virginia,Mecklenburg,815,34,45.02458268,16.28,49,43.3,6.2,13.1,"30,587",679.34,52,46,42.4,44.2
Virginia,Middlesex,131,11,50.20876827,14.35,52.45,36.8,9.2,16.7,"10,582",210.76,53.7,51.2,35.8,37.8
Virginia,Montgomery,2216,5,253.0171528,14.25,58.4,33.2,6.5,14.6,"98,535",389.44,61.7,55.1,30.3,36.1
Virginia,Nelson,111,2,31.47531307,14,53,36.5,7.4,14.5,"14,930",474.34,53.7,52.3,35.3,37.6
Virginia,New Kent,238,3,103.1907762,13.78,55,37.7,7,14.9,"23,091",223.77,56.3,53.7,36.5,38.9
Virginia,Newport News city,2867,49,1505.712846,16.01,51.75,40.7,6.8,15.1,"179,225",119.03,53.5,50,37,44.3
Virginia,Norfolk city,4996,79,2520.685358,17.84,50.45,42.9,8.3,16.2,"242,742",96.3,53.1,47.8,38.7,47
Virginia,Northampton,311,31,14.72215238,16.96,44.55,41.6,7.8,15.1,"11,710",795.4,46.4,42.7,39.5,43.6
Virginia,Northumberland,188,6,42.33758051,13.84,53.15,38.6,7,14.5,"12,095",285.68,51.8,54.5,36.6,40.5
Virginia,Norton city,39,0,548.3471074,15.88,46.75,36.2,6.1,14,"3,981",7.26,48.9,44.6,37.9,34.5
Virginia,Nottoway,293,20,48.18270964,17.57,44.8,44.6,7,14.4,"15,232",316.13,46.6,43,41.8,47.4
Virginia,Orange,349,5,107.8820172,13.71,53.05,38.7,7.1,15.1,"37,051",343.44,54.8,51.3,39.1,38.3
Virginia,Page,422,29,76.09436185,14.3,46,41.6,6.7,14.6,"23,902",314.11,47.7,44.3,40,43.2
Virginia,Patrick,288,26,36.23940068,15.04,47.45,39.2,5.6,12.2,"17,608",485.88,48.6,46.3,36.9,41.4
Virginia,Petersburg city,787,29,1349.956934,23.4,39.85,48.9,5.4,12.4,"31,346",23.22,43.1,36.6,42.3,55.4
Virginia,Pittsylvania,1116,11,61.69840832,16.97,50.7,39.8,5.3,12.7,"60,354",978.21,55.4,46,38.3,41.2
Virginia,Poquoson city,77,2,156.457988,12.23,56.6,34.5,10.8,19.2,"12,271",78.43,58.3,54.9,32.4,36.5
Virginia,Portsmouth city,2652,63,2024.839125,19.89,50.8,46.6,6.8,14.8,"94,398",46.62,50.1,51.5,43.7,49.4
Virginia,Powhatan,240,5,112.9944364,13.04,51.5,38,6.8,14.9,"29,652",262.42,51.6,51.4,39.1,36.9
Virginia,Prince Edward,631,12,64.43609235,16.6,48.4,43.2,6.7,14.5,"22,802",353.87,50.1,46.7,40.2,46.1
Virginia,Prince George,879,5,136.2209199,15.91,52.05,41.6,5.7,13.1,"38,353",281.55,53.6,50.5,40.3,42.8
Virginia,Prince William,12979,212,1347.471709,14.49,58.15,34.9,5.3,14.2,"470,335",349.05,58.8,57.5,34.2,35.6
Virginia,Pulaski,246,5,103.2372573,14.71,50.75,36.9,5.6,13.1,"34,027",329.6,55,46.5,35.8,38
Virginia,Radford city,763,2,1790.873405,15.89,55.75,33,7.2,14.9,"18,249",10.19,62,49.5,29.7,36.3
Virginia,Rappahannock,67,2,27.61747733,12.75,52.05,37.4,6.7,14.1,"7,370",266.86,52.2,51.9,38.3,36.4
Virginia,Richmond,355,4,41.69593346,17.25,45.35,42.8,9.7,17.9,"9,023",216.4,44.9,45.8,40.6,45
Virginia,Richmond city,4839,62,3680.498323,17.39,53.3,37.6,5.5,12.2,"230,436",62.61,55.7,50.9,31.6,43.5
Virginia,Roanoke,1037,8,375.4823792,12.4,57.9,31.1,6.2,13.5,"94,186",250.84,61.4,54.4,31.6,30.5
Virginia,Roanoke city,2022,32,2309.410669,16.43,49.3,40.3,6.1,14.5,"99,143",42.93,51.1,47.5,37.3,43.2
Virginia,Rockbridge,131,2,37.55781838,13.88,51.05,37.1,6.7,14.3,"22,573",601.02,52,50.1,36.1,38
Virginia,Rockingham,1576,22,96.0309369,14.52,48.85,37.7,6.8,14.4,"81,948",853.35,48.5,49.2,36.6,38.7
Virginia,Russell,318,6,55.76156718,16.34,42.2,41.9,3.9,10.2,"26,586",476.78,42.5,41.9,43,40.8
Virginia,Salem city,328,6,1738.900344,13,54.6,33.6,6.7,13.8,"25,301",14.55,56,53.2,33.2,34
Virginia,Scott VA,210,4,40.03638659,16.04,42.6,41.1,4.6,11.1,"21,566",538.66,45.2,40,40,42.2
Virginia,Shenandoah,849,59,85.09442797,13.54,52,37.3,8,16,"43,616",512.56,54.5,49.5,36,38.5
Virginia,Smyth,561,20,66.5531802,15.06,44.8,40.2,5,12,"30,104",452.33,43.7,45.9,40.5,39.8
Virginia,Southampton,801,29,29.23541214,17.6,44.4,43.3,6.4,14,"17,631",603.07,45.8,43,40.6,45.9
Virginia,Spotsylvania,2217,46,330.3783653,14.18,56.55,36.9,6.5,14.5,"136,215",412.3,57.2,55.9,37.6,36.1
Virginia,Stafford,2108,18,546.8860669,13.63,58.95,35.8,6.5,15.2,"152,882",279.55,62,55.9,36.6,35
Virginia,Staunton city,295,0,1261.740891,13.96,48.7,37.7,9.7,17.5,"24,932",19.76,50.4,47,33,42.3
Virginia,Suffolk city,2164,77,214.6589294,16.2,51.8,40.9,6.6,14.6,"92,108",429.09,54.2,49.4,38.9,42.8
Virginia,Surry,129,3,20.69476669,17.95,46.25,44.9,5.5,12.2,"6,422",310.32,48,44.5,42.1,47.7
Virginia,Sussex,632,12,22.64131802,20.23,40.65,48.8,6.4,12.9,"11,159",492.86,42.4,38.9,44.2,53.3
Virginia,Tazewell,358,2,78.08082168,15.91,44.1,40.1,5,11.6,"40,595",519.91,44.1,44.1,42.3,37.9
Virginia,Virginia Beach city,7192,95,904.7431386,14.38,54.7,34.3,9.5,18.9,"449,974",497.35,52.5,56.9,32.5,36.1
Virginia,Warren VA,467,12,185.643633,13.83,53.85,37.2,6.9,15.6,"40,164",216.35,54.4,53.3,37.4,37
Virginia,Washington VA,685,21,94.68101975,14.02,46.5,36.5,5,12.3,"53,740",567.59,45.7,47.3,36.5,36.4
Virginia,Westmoreland VA,282,4,71.30417574,16.81,45.75,42.3,6.8,15,"18,015",252.65,43.3,48.2,41,43.5
Virginia,Williamsburg city VA,202,8,1710.983982,12.73,60.5,33.6,11,18.4,"14,954",8.74,61.4,59.6,32.2,35
Virginia,Winchester city VA,525,4,3009.43194,13.96,51.8,32.7,7.9,17.7,"28,078",9.33,52.4,51.2,31.3,34
Virginia,Wise VA,464,9,92.40409334,17.53,38.35,43.6,4.5,11.2,"37,383",404.56,39.1,37.6,44.9,42.3
Virginia,Wythe VA,275,4,61.73514409,14.45,48.75,38.4,5.9,12.6,"28,684",464.63,49,48.5,36.9,39.8
Virginia,York VA,570,9,316.8445476,16.01,60.3,32.5,9.2,17.7,"68,280",215.5,62,58.6,31.2,33.8
Washington,Adams WA,879,10,10.35533468,16.56,43.25,44.9,5.7,15,"19,983",1929.73,41.9,44.6,44.6,45.1
Washington,Asotin,141,5,35.246375,12.9,56.65,37.4,9.7,17.7,"22,582",640.69,58.7,54.6,36.8,37.9
Washington,Benton,4936,135,116.1181463,12.86,60.1,37.1,8,17.2,"204,390",1760.19,62.8,57.4,37,37.2
Washington,Chelan,2168,19,25.78602277,12.4,58.85,32.6,7.5,16.3,"77,200",2993.87,60.1,57.6,32.3,32.8
Washington,Clallam,241,1,28.89647029,12.08,67,33.7,9.7,17.6,"77,331",2676.14,69.2,64.8,32.1,35.2
Washington,Clark,3778,71,743.974949,13.03,60.05,35.7,8.6,17.5,"488,241",656.26,60.2,59.9,34.3,37
Washington,Columbia WA,14,1,4.562002015,12.82,59.2,40,8.5,16.5,"3,985",873.52,62.2,56.2,39.5,40.4
Washington,Cowlitz,715,7,94.81485927,13.43,55.7,41.8,8,16.9,"110,593",1166.41,58.3,53.1,41.4,42.1
Washington,Douglas,1337,10,23.4911345,13.34,54.95,36.8,8.8,17.3,"43,429",1848.74,56.8,53.1,33.7,39.9
Washington,Ferry,30,0,3.378575922,14.19,53.65,37.9,11.1,19.1,"7,627",2257.46,54.5,52.8,37,38.7
Washington,Franklin WA,4590,67,75.25170305,16.04,48.2,43.5,6.1,14.7,"95,222",1265.38,46,50.4,42.5,44.5
Washington,Garfield,13,0,3.098109109,12.06,59.1,35.4,11.9,19.4,"2,225",718.18,59.1,59.1,35,35.7
Washington,Grant WA,3238,22,35.01255656,14.73,49.6,41.1,7.1,15.8,"97,733",2791.37,51.5,47.7,40.6,41.5
Washington,Grays Harbor,557,11,33.74149843,14.88,56.8,41,9.6,17.8,"75,061",2224.59,58.4,55.2,39.1,42.8
Washington,Island,328,15,164.5586501,11.81,67.05,31.6,11.4,18.7,"85,141",517.39,66.7,67.4,31.1,32
Washington,Jefferson WA,75,0,14.7936438,11.12,70.5,31.4,12,18.9,"32,221",2178.03,72.2,68.8,31.7,31.1
Washington,King WA,23605,801,976.5958461,11.57,64.5,28.8,10.9,19.2,"2,252,782",2306.77,64.5,64.5,28.1,29.4
Washington,Kitsap,1338,17,479.6512244,12.27,64.9,35.4,8.9,17.4,"271,473",565.98,68.8,61,34.8,36
Washington,Kittitas,574,22,20.5443932,12.08,62.6,33.6,11.1,19.6,"47,935",2333.24,61.4,63.8,31.9,35.2
Washington,Klickitat,201,3,11.77604251,12.8,58.8,36.1,9.6,18.1,"22,425",1904.29,57.8,59.8,37.1,35
Washington,Lewis WA,606,7,33.12510517,13.55,56.25,40.8,8.6,16.5,"80,707",2436.43,55.6,56.9,41.2,40.3
Washington,Lincoln WA,64,1,4.675305803,12.15,57.15,37.2,12.6,20.6,"10,939",2339.74,56.9,57.4,36.8,37.5
Washington,Mason WA,452,8,63.52262889,13.46,57.85,38.4,11.1,18.8,"66,768",1051.09,58.4,57.3,39,37.7
Washington,Okanogan,1091,13,7.94731515,13.66,53.7,36.3,8.3,16.7,"42,243",5315.38,54.8,52.6,32.6,39.9
Washington,Pacific,91,3,18.36496183,13.62,54.25,41.5,11.4,19.9,"22,471",1223.58,49.3,59.2,40.2,42.7
Washington,Pend Oreille,92,0,9.628579848,12.72,58.9,36.4,12.6,20.1,"13,724",1425.34,61.1,56.7,35.4,37.3
Washington,Pierce,9483,230,500.9105149,13.67,57,38.8,8.5,16.5,"904,980",1806.67,57.4,56.6,38.8,38.8
Washington,San Juan WA,30,0,28.3082967,10.07,71,25.6,15.5,21.4,"17,582",621.09,70.4,71.6,25.1,26
Washington,Skagit,1153,24,67.27710116,12.4,61.05,35.2,9.2,17.5,"129,205",1920.49,60,62.1,33.8,36.5
Washington,Skamania,65,1,7.175391193,12.91,59.35,37.8,12.7,19.4,"12,083",1683.95,59.8,58.9,37.6,38
Washington,Snohomish,8525,228,374.264408,13.29,58.25,35.6,9.5,18.7,"822,083",2196.53,59.1,57.4,35.1,36
Washington,Spokane,7868,180,293.5715008,12.32,59.45,34.5,9.6,18.8,"522,798",1780.82,60.7,58.2,34.1,34.9
Washington,Stevens,207,3,17.99650485,12.73,56.75,35.8,11,19.2,"45,723",2540.66,54.4,59.1,35.3,36.3
Washington,Thurston,1390,21,375.5247648,13.09,63.1,35.8,9,17.5,"290,536",773.68,64,62.2,36.3,35.2
Washington,Wahkiakum WA,7,0,15.65399372,13.11,60.15,37.3,11.7,19.5,"4,488",286.7,62.4,57.9,37.8,36.8
Washington,Walla Walla,951,7,46.7661615,12.86,61.25,35.8,7.5,16.8,"60,760",1299.23,60.8,61.7,36.1,35.5
Washington,Whatcom WA,1450,58,91.56548066,12.01,63.55,31.7,10,18.5,"229,247",2503.64,64.6,62.5,31.1,32.2
Washington,Whitman WA,1458,1,23.00871139,12.93,59.5,35.5,9.5,18.2,"50,104",2177.61,58.1,60.9,34.4,36.6
Washington,Yakima WA,12484,276,58.18316333,16.08,50.1,41,6.2,16,"250,873",4311.78,50.5,49.7,38.2,43.7
West Virginia,Barbour WV,118,1,47.9651078,15.11,43.35,40.8,4.9,11.1,"16,441",342.77,43.3,43.4,39.7,41.9
West Virginia,Berkeley WV,1161,16,370.5450701,14.82,48.2,40.1,5.8,13.4,"119,171",321.61,51.1,45.3,38.6,41.5
West Virginia,Boone WV,263,2,42.63940225,16.74,34.45,44.1,3.8,9.8,"21,457",503.22,37,31.9,43.4,44.8
West Virginia,Braxton WV,15,0,27.03796978,15.74,44.45,40.8,5.2,11.1,"13,957",516.2,45.4,43.5,38.6,42.9
West Virginia,Brooke,125,1,237.7953609,14.83,47.85,40,5.8,13.6,"21,939",92.26,49.5,46.2,40.4,39.5
West Virginia,Cabell,941,12,319.2091376,15.56,44.65,40.8,5.5,12.5,"91,945",288.04,48.3,41,40.3,41.2
West Virginia,Calhoun,29,0,25.33048281,16.4,41.85,43.6,4.5,10.4,"7,109",280.65,41.9,41.8,41.2,45.9
West Virginia,Clay,44,2,24.74334739,16.69,38.5,45.5,4.2,10,"8,508",343.85,39.5,37.5,41.7,49.2
West Virginia,Doddridge,39,1,26.35799195,15.59,46.45,41.2,4.9,11.1,"8,448",320.51,48.7,44.2,41.3,41.1
West Virginia,Fayette WV,670,16,63.44404548,16.14,42.65,40.9,5.4,11.2,"42,406",668.4,46.6,38.7,38.8,42.9
West Virginia,Gilmer,50,0,23.00273457,16.96,45,41.9,6,12.1,"7,823",340.09,47.4,42.6,39.5,44.3
West Virginia,Grant WV,165,7,24.08845761,14.48,47.2,39.8,5.7,13,"11,568",480.23,49.9,44.5,37.3,42.2
West Virginia,Greenbrier,139,3,33.83341956,14.12,46.75,36.1,6.6,12.9,"34,662",1024.49,50.6,42.9,35.7,36.5
West Virginia,Hampshire,112,1,35.94862488,15.36,43.2,40.8,5.4,12.3,"23,175",644.67,46.8,39.6,39.7,41.8
West Virginia,Hancock,160,0,326.0525124,14.62,47.1,40.6,5.7,12.8,"28,810",88.36,49.1,45.1,39,42.1
West Virginia,Hardy,95,1,23.56805584,14.91,46.5,38.6,5.6,13.1,"13,776",584.52,51.1,41.9,36,41.1
